Port Number,Parameter Number,Parameter Name,Parameter Value,Parameter Value Enum,Parameter Max Value,Parameter Min Value,Parameter Default Value,Parameter Unit,Parameter Writable,Value Does Not Default
0,412,Mtr OL Alarm Lvl,0.00,,100.00,0.00,0.00,%   ,True,False
0,413,Mtr OL Factor,1.00,,2.00,0.20,1.00,    ,True,False
0,414,Mtr OL Hertz,20.00,,4096.00,0.00,20.00,Hz  ,True,False
0,415,Mtr OL Reset Lvl,0.00,,100.00,0.00,0.00,%   ,True,False
0,416,MtrOL Reset Time,0.00,,99999.00,-99999.00,0.00,Secs,True,False
0,417,Reserved,0,,0,0,0,    ,False,False
0,418,Mtr OL Counts,0.00,,100.00,0.00,0.00,%   ,False,False
0,419,Mtr OL Trip Time,99999,,99999,0,99999,Secs,False,False
0,420,Drive OL Mode,3,Both PWM 1st,3,0,3,    ,True,False
0,421,Current Lmt Sel,422,,159999,1,422,    ,True,False
0,422,Current Limit 1,6.12,,6.12,0.00,6.12,Amps,True,False
0,423,Current Limit 2,6.12,,6.12,0.00,6.12,Amps,True,False
0,424,Active Cur Lmt,6.10,,27.20,-27.20,0.00,Amps,False,False
0,425,Current Rate Lmt,400.00,,800.00,1.00,400.00,%   ,True,False
0,426,Regen Power Lmt,-50.00,,0.00,-800.00,-50.00,%   ,True,False
0,427,Motor Power Lmt,200.00,,800.00,0.00,200.00,%   ,True,False
0,428,Current Limit Kd,760.0,,1000000.0,0.0,760.0,Secs,True,False
0,429,Current Limit Ki,680.0,,10000.0,0.0,680.0,    ,True,False
0,430,Current Limit Kp,290.0,,1000000.0,0.0,290.0,Hz/A,True,False
0,431,Id Lo FreqCur Kp,50.0,,100000.0,0.0,50.0,V/A ,True,False
0,432,Iq Lo FreqCur Kp,50.0,,100000.0,0.0,50.0,V/A ,True,False
0,433,Jerk Gain,5200.0,,1000000000.0,0.0,5200.0,    ,True,False
0,434,Shear Pin Cfg,0000,Shear1NoAcc ,0003,0000,0000,    ,True,False
0,435,Shear Pin 1 Actn,0,Ignore      ,5,0,0,    ,True,False
0,436,Shear Pin1 Level,3.40,,5.10,0.00,3.40,Amps,True,False
0,437,Shear Pin 1 Time,0.00,,30.00,0.00,0.00,Secs,True,False
0,438,Shear Pin 2 Actn,0,Ignore      ,5,0,0,    ,True,False
0,439,Shear Pin2 Level,3.40,,5.10,0.00,3.40,Amps,True,False
0,440,Shear Pin 2 Time,0.00,,30.00,0.00,0.00,Secs,True,False
0,441,Load Loss Action,0,Ignore      ,5,0,0,    ,True,False
0,442,Load Loss Level,200.00,,800.00,0.00,200.00,%   ,True,False
0,443,Load Loss Time,0.00,,300.00,0.00,0.00,Secs,True,False
0,444,OutPhaseLossActn,0,Ignore      ,5,0,0,    ,True,False
0,445,Out PhaseLossLvl,200,,1000,0,200,    ,True,False
0,446,Reserved,0,,0,0,0,    ,False,False
0,447,Reserved,0,,0,0,0,    ,False,False
0,448,Reserved,0,,0,0,0,    ,False,False
0,449,Power Loss Actn,1,Alarm       ,3,0,1,    ,True,False
0,450,Pwr Loss Mode A,0,Coast       ,2,0,0,    ,True,False
0,451,Pwr Loss A Level,180.00,,650.54,0.00,180.00,VDC ,True,False
0,452,Pwr Loss A Time,2.00,,60.00,0.00,2.00,Secs,True,False
0,453,Pwr Loss Mode B,0,Coast       ,2,0,0,    ,True,False
0,454,Pwr Loss B Level,180.00,,650.54,0.00,180.00,VDC ,True,False
0,455,Pwr Loss B Time,2.00,,60.00,0.00,2.00,Secs,True,False
0,456,PwrLoss RT BusKp,585.0,,1000000.0,0.0,585.0,A/V ,True,False
0,457,PwrLoss RT BusKd,50.0,,1000000.0,0.0,50.0,Secs,True,False
0,458,PwrLoss RT ACRKp,524.0,,100000.0,0.0,524.0,Hz/A,True,False
0,459,PwrLoss RT ACRKi,2045.0,,50000.0,0.0,2045.0,Hz/A,True,False
0,460,UnderVltg Action,3,FltCoastStop,5,0,3,    ,True,False
0,461,UnderVltg Level,300.00,,460.00,0.00,300.00,VAC ,True,False
0,462,InPhase LossActn,3,FltCoastStop,5,0,3,    ,True,False
0,463,InPhase Loss Lvl,325,,32767,10,325,    ,True,False
0,464,DC Bus Mem Reset,0,Disabled    ,1,0,0,    ,True,False
0,465,Reserved,0,,0,0,0,    ,False,False
0,466,Ground Warn Actn,0,Ignore      ,5,0,0,    ,True,False
0,467,Ground Warn Lvl,4.00,,50.00,1.00,4.00,Amps,True,False
0,468,Reserved,0,,0,0,0,    ,False,False
0,469,PredMaint Sts,0000,Heatsink Fan,FFFF,0000,0000,    ,False,False
0,470,PredMaintAmbTemp,50.00,,50.00,0.00,50.00,DegC,True,False
0,471,PredMaint Rst En,0,Disable     ,1,0,0,    ,True,False
0,472,PredMaint Reset,0,Ready       ,6,0,0,    ,True,False
0,473,Reserved,0,,0,0,0,    ,False,False
0,474,Reserved,0,,0,0,0,    ,False,False
0,475,Reserved,0,,0,0,0,    ,False,False
0,476,Reserved,0,,0,0,0,    ,False,False
0,477,Reserved,0,,0,0,0,    ,False,False
0,478,Reserved,0,,0,0,0,    ,False,False
0,479,Reserved,0,,0,0,0,    ,False,False
0,480,Reserved,0,,0,0,0,    ,False,False
0,481,Reserved,0,,0,0,0,    ,False,False
0,482,Reserved,0,,0,0,0,    ,False,False
0,483,Reserved,0,,0,0,0,    ,False,False
0,484,Reserved,0,,0,0,0,    ,False,False
0,485,Reserved,0,,0,0,0,    ,False,False
0,486,Reserved,0,,0,0,0,    ,False,False
0,487,Reserved,0,,0,0,0,    ,False,False
0,488,HSFan Derate,1.00,,1.00,0.01,1.00,    ,True,False
0,489,HSFan TotalLife,46665.00,,21474836.47,0.00,0.00,Hrs ,False,False
0,490,HSFan ElpsdLife,41.20,,21474836.47,0.00,0.00,Hrs ,False,False
0,491,HSFan RemainLife,46623.80,,21474836.47,-21474836.48,0.00,Hrs ,False,False
0,492,HSFan EventLevel,80.000,,100.000,0.000,80.000,%   ,True,False
0,493,HSFan EventActn,0,Ignore      ,5,0,0,    ,True,False
0,494,HSFan ResetLog,0,,255,0,0,    ,False,False
0,495,InFan Derate,1.00,,1.00,0.01,1.00,    ,True,False
0,496,InFan TotalLife,32844.00,,21474836.47,0.00,0.00,Hrs ,False,False
0,497,InFan ElpsdLife,8598.21,,21474836.47,0.00,0.00,Hrs ,False,False
0,498,InFan RemainLife,24245.79,,21474836.47,-21474836.48,0.00,Hrs ,False,False
0,499,InFan EventLevel,80.000,,100.000,0.000,80.000,%   ,True,False
0,500,InFan EventActn,0,Ignore      ,5,0,0,    ,True,False
0,501,InFan ResetLog,0,,255,0,0,    ,False,False
0,502,MtrBrngTotalLife,0.00,,21474836.47,0.00,0.00,Hrs ,True,False
0,503,MtrBrngElpsdLife,15.82,,21474836.47,0.00,0.00,Hrs ,False,False
0,504,MtrBrngRemainLif,-15.82,,21474836.47,-21474836.48,0.00,Hrs ,False,False
0,505,MtrBrngEventLvl,80.000,,100.000,0.000,80.000,%   ,True,False
0,506,MtrBrngEventActn,0,Ignore      ,5,0,0,    ,True,False
0,507,MtrBrng ResetLog,0,,255,0,0,    ,False,False
0,508,MtrLubeElpsdHrs,15.82,,21474836.47,0.00,0.00,Hrs ,False,False
0,509,MtrLubeEventLvl,0.000,,220000000.000,0.000,0.000,Hrs ,True,False
0,510,MtrLubeEventActn,0,Ignore      ,5,0,0,    ,True,False
0,511,MchBrngTotalLife,0.00,,21474836.47,0.00,0.00,Hrs ,True,False
0,512,MchBrngElpsdLife,15.82,,21474836.47,0.00,0.00,Hrs ,False,False
0,513,MchBrngRemainLif,-15.82,,21474836.47,-21474836.48,0.00,Hrs ,False,False
0,514,MchBrngEventLvl,80.000,,100.000,0.000,80.000,%   ,True,False
0,515,MchBrngEventActn,0,Ignore      ,5,0,0,    ,True,False
0,516,MchBrngResetLog,0,,255,0,0,    ,False,False
0,517,MchLubeElpsdHrs,15.82,,21474836.47,0.00,0.00,Hrs ,False,False
0,518,MchLube EventLvl,0.000,,220000000.000,0.000,0.000,Hrs ,True,False
0,519,MchLubeEventActn,0,Ignore      ,5,0,0,    ,True,False
0,520,Max Fwd Speed,60.00,,650.00,3.00,60.00,Hz  ,True,False
0,521,Max Rev Speed,-60.00,,0.00,-650.00,-60.00,Hz  ,True,False
0,522,Min Fwd Speed,0.00,,650.00,0.00,0.00,Hz  ,True,False
0,523,Min Rev Speed,0.00,,0.00,-650.00,0.00,Hz  ,True,False
0,524,Overspeed Limit,10.00,,20.00,0.00,10.00,Hz  ,True,False
0,525,Zero Speed Limit,0.06,,30.00,0.00,0.06,Hz  ,True,False
0,526,Skip Speed 1,0.00,,60.00,-60.00,0.00,Hz  ,True,False
0,527,Skip Speed 2,0.00,,60.00,-60.00,0.00,Hz  ,True,False
0,528,Skip Speed 3,0.00,,60.00,-60.00,0.00,Hz  ,True,False
0,529,Skip Speed Band,0.00,,30.00,0.00,0.00,Hz  ,True,False
0,530,Reserved,0,,0,0,0,    ,False,False
0,531,Reserved,0,,0,0,0,    ,False,False
0,532,Reserved,0,,0,0,0,    ,False,False
0,533,Reserved,0,,0,0,0,    ,False,False
0,534,Reserved,0,,0,0,0,    ,False,False
0,535,Accel Time 1,10.00,,3600.00,0.00,10.00,Secs,True,False
0,536,Accel Time 2,10.00,,3600.00,0.00,10.00,Secs,True,False
0,537,Decel Time 1,10.00,,3600.00,0.00,10.00,Secs,True,False
0,538,Decel Time 2,10.00,,3600.00,0.00,10.00,Secs,True,False
0,539,Jog Acc Dec Time,10.00,,3600.00,0.00,10.00,Secs,True,False
0,540,S Curve Accel,0.000,,100.000,0.000,0.000,%   ,True,False
0,541,S Curve Decel,0.000,,100.000,0.000,0.000,%   ,True,False
0,542,Reserved,0,,0,0,0,    ,False,False
0,543,Reserved,0,,0,0,0,    ,False,False
0,544,Reserved,0,,0,0,0,    ,False,False
0,545,Spd Ref A Sel,877,,159999,0,871,    ,True,False
0,546,Spd Ref A Stpt,0.0000,,480.0000,-480.0000,0.0000,Hz  ,True,False
0,547,Spd Ref A AnlgHi,60.00,,60.00,-60.00,60.00,Hz  ,True,False
0,548,Spd Ref A AnlgLo,0.00,,60.00,-60.00,0.00,Hz  ,True,False
0,549,Spd Ref A Mult,1.00,,22000.00,-22000.00,1.00,    ,True,False
0,550,Spd Ref B Sel,551,,159999,0,551,    ,True,False
0,551,Spd Ref B Stpt,0.0000,,480.0000,-480.0000,0.0000,Hz  ,True,False
0,552,Spd Ref B AnlgHi,60.00,,60.00,-60.00,60.00,Hz  ,True,False
0,553,Spd Ref B AnlgLo,0.00,,60.00,-60.00,0.00,Hz  ,True,False
0,554,Spd Ref B Mult,1.00,,22000.00,-22000.00,1.00,    ,True,False
0,555,Spd Ref Scale,1.000,,1000.000,0.000,1.000,    ,True,False
0,556,Jog Speed 1,10.00,,480.00,-480.00,10.00,Hz  ,True,False
0,557,Jog Speed 2,10.00,,480.00,-480.00,10.00,Hz  ,True,False
0,558,MOP Reference,0.00,,800.00,-800.00,0.00,%   ,False,False
0,559,Save MOP Ref,0000,At Pwr Down ,0003,0000,0000,    ,True,False
0,560,MOP Rate,1.0000,,100.0000,0.0100,1.0000,%/s ,True,False
0,561,MOP High Limit,100.000,,800.000,0.000,100.000,%   ,True,False
0,562,MOP Low Limit,-100.000,,0.000,-800.000,-100.000,%   ,True,False
0,563,DI ManRef Sel,872,,159999,1,872,    ,True,False
0,564,DI ManRef AnlgHi,60.000,,60.000,-60.000,60.000,Hz  ,True,False
0,565,DI ManRef AnlgLo,0.000,,60.000,-60.000,0.000,Hz  ,True,False
0,566,MOP Init Select,567,,159999,0,567,    ,True,False
0,567,MOP Init Stpt,0.00,,8.00,-8.00,0.00,%   ,True,False
0,568,Reserved,0,,0,0,0,    ,False,False
0,569,Reserved,0,,0,0,0,    ,False,False
0,570,Reserved,0,,0,0,0,    ,False,False
0,571,Preset Speed 1,5.00,,60.00,-60.00,5.00,Hz  ,True,False
0,572,Preset Speed 2,10.00,,60.00,-60.00,10.00,Hz  ,True,False
0,573,Preset Speed 3,20.00,,60.00,-60.00,20.00,Hz  ,True,False
0,574,Preset Speed 4,30.00,,60.00,-60.00,30.00,Hz  ,True,False
0,575,Preset Speed 5,40.00,,60.00,-60.00,40.00,Hz  ,True,False
0,576,Preset Speed 6,50.00,,60.00,-60.00,50.00,Hz  ,True,False
0,577,Preset Speed 7,60.00,,60.00,-60.00,60.00,Hz  ,True,False
0,578,Reserved,0,,0,0,0,    ,False,False
0,579,Reserved,0,,0,0,0,    ,False,False
0,580,Reserved,0,,0,0,0,    ,False,False
0,581,Reserved,0,,0,0,0,    ,False,False
0,582,Reserved,0,,0,0,0,    ,False,False
0,583,Reserved,0,,0,0,0,    ,False,False
0,584,Reserved,0,,0,0,0,    ,False,False
0,585,Reserved,0,,0,0,0,    ,False,False
0,586,Reserved,0,,0,0,0,    ,False,False
0,587,Reserved,0,,0,0,0,    ,False,False
0,588,Spd Ref Filter,0,Off         ,5,0,0,    ,True,False
0,589,Spd Ref Fltr BW,0.00,,500.00,0.00,0.00,R/S ,True,False
0,590,Spd Ref FltrGain,1.000,,5.000,-5.000,1.000,    ,True,False
0,591,Spd Ref Sel Sts,00001001,,0000FFFF,00000000,00000000,    ,False,False
0,592,Selected Spd Ref,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,593,Limited Spd Ref,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,594,Ramped Spd Ref,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,595,Filtered Spd Ref,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,596,Speed Rate Ref,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,597,Final Speed Ref,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,598,Reserved,0,,0,0,0,    ,False,False
0,599,Reserved,0,,0,0,0,    ,False,False
0,600,Trim Ref A Sel,601,,159999,0,601,    ,True,False
0,601,Trim Ref A Stpt,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,602,Trim RefA AnlgHi,60.00,,60.00,-60.00,60.00,Hz  ,True,False
0,603,Trim RefA AnlgLo,0.00,,60.00,-60.00,0.00,Hz  ,True,False
0,604,Trim Ref B Sel,605,,159999,0,605,    ,True,False
0,605,Trim Ref B Stpt,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,606,Trim RefB AnlgHi,60.00,,60.00,-60.00,60.00,Hz  ,True,False
0,607,Trim RefB AnlgLo,0.00,,60.00,-60.00,0.00,Hz  ,True,False
0,608,TrmPct RefA Sel,609,,159999,0,609,    ,True,False
0,609,TrmPct RefA Stpt,0.000,,800.000,-800.000,0.000,%   ,True,False
0,610,TrmPct RefA AnHi,100.00,,800.00,-800.00,100.00,%   ,True,False
0,611,TrmPct RefA AnLo,0.00,,800.00,-800.00,0.00,%   ,True,False
0,612,TrmPct RefB Sel,613,,159999,0,613,    ,True,False
0,613,TrmPct RefB Stpt,0.000,,800.000,-800.000,0.000,%   ,True,False
0,614,TrmPct RefB AnHi,100.00,,800.00,-800.00,100.00,%   ,True,False
0,615,TrmPct RefB AnLo,0.00,,800.00,-800.00,0.00,%   ,True,False
0,616,SpdTrimPrcRefSrc,609,,159999,0,0,    ,False,False
0,617,Spd Trim Source,601,,159999,0,0,    ,False,False
0,618,Reserved,0,,0,0,0,    ,False,False
0,619,Reserved,0,,0,0,0,    ,False,False
0,620,Droop RPM at FLA,0.00,,900.00,0.00,0.00,RPM ,True,False
0,621,Slip RPM at FLA,60.00,,1200.00,0.00,60.00,RPM ,True,False
0,622,Slip Comp BW,10.00,,50.00,1.00,10.00,R/S ,True,False
0,623,VHzSV SpdTrimReg,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,624,Reserved,0,,0,0,0,    ,False,False
0,625,Reserved,0,,0,0,0,    ,False,False
0,626,Reserved,0,,0,0,0,    ,False,False
0,627,Reserved,0,,0,0,0,    ,False,False
0,628,Reserved,0,,0,0,0,    ,False,False
0,629,Reserved,0,,0,0,0,    ,False,False
0,630,Reserved,0,,0,0,0,    ,False,False
0,631,Reserved,0,,0,0,0,    ,False,False
0,632,Reserved,0,,0,0,0,    ,False,False
0,633,Reserved,0,,0,0,0,    ,False,False
0,634,Reserved,0,,0,0,0,    ,False,False
0,635,Spd Options Ctrl,0000,Ramp Hold   ,03FF,0000,0000,    ,True,False
0,636,Speed Reg BW,10.00,,100.00,0.00,10.00,R/S ,True,False
0,637,SReg FB Fltr Sel,0,Off         ,5,0,0,    ,True,False
0,638,SReg FB FltrGain,0.700,,20.000,-5.000,0.700,    ,True,False
0,639,SReg FB Fltr BW,35.00,,3760.00,0.00,35.00,R/S ,True,False
0,640,Filtered SpdFdbk,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,641,Speed Error,0.000,,480.000,-480.000,0.000,Hz  ,False,False
0,642,Servo Lock Gain,0.000,,300.000,0.000,0.000,/Sec,True,False
0,643,SpdReg AntiBckup,0.0000,,0.5000,0.0000,0.0000,    ,True,False
0,644,Spd Err Fltr BW,50.00,,8000.00,0.00,50.00,R/S ,True,False
0,645,Speed Reg Kp,20.00,,3000.00,0.00,20.00,    ,True,False
0,646,Speed Reg Max Kp,3000.00,,3000.00,0.00,3000.00,    ,True,False
0,647,Speed Reg Ki,50.00,,100000.00,0.00,50.00,/Sec,True,False
0,648,Alt Speed Reg BW,10.00,,100.00,0.00,10.00,R/S ,True,False
0,649,Alt Speed Reg Kp,20.00,,3000.00,0.00,20.00,    ,True,False
0,650,Alt Speed Reg Ki,50.00,,100000.00,0.00,50.00,    ,True,False
0,651,AltSpdErr FltrBW,50.00,,8000.00,0.00,50.00,R/S ,True,False
0,652,SReg Trq Preset,0.00,,800.00,-800.00,0.00,%   ,True,False
0,653,Spd Loop Damping,1.0000,,65.0000,0.5000,1.0000,    ,True,False
0,654,Spd Reg Int Out,0.00,,800.00,-800.00,0.00,%   ,False,False
0,655,Spd Reg Pos Lmt,300.00,,600.00,0.00,300.00,%   ,True,False
0,656,Spd Reg Neg Lmt,-300.00,,0.00,-600.00,-300.00,%   ,True,False
0,657,SReg OutFltr Sel,0,Off         ,5,0,0,    ,True,False
0,658,SReg OutFltrGain,1.000,,5.000,-5.000,1.000,    ,True,False
0,659,SReg OutFltr BW,35.00,,3760.00,0.00,35.00,R/S ,True,False
0,660,SReg Output,0.00,,800.00,-800.00,0.00,%   ,False,False
0,661,Reserved,0,,0,0,0,    ,False,False
0,662,Reserved,0,,0,0,0,    ,False,False
0,663,VHzSV Spd Reg Kp,20.00,,3000.00,0.00,20.00,    ,True,False
0,664,VHzSV Spd Reg Ki,50.00,,100000.00,0.00,50.00,/Sec,True,False
0,665,Speed Comp Sel,0,Disabled    ,2,0,0,    ,True,False
0,666,Speed Comp Gain,-2.50,,32767.00,-32767.00,-2.50,    ,True,False
0,667,Speed Comp Out,0.0000,,480.0000,-480.0000,0.0000,Hz  ,False,False
0,668,Reserved,0,,0,0,0,    ,False,False
0,669,Reserved,0,,0,0,0,    ,False,False
0,670,Pos Torque Limit,200.00,,800.00,0.00,200.00,%   ,True,False
0,671,Neg Torque Limit,-200.00,,0.00,-800.00,-200.00,%   ,True,False
0,672,Reserved,0,,0,0,0,    ,False,False
0,673,Reserved,0,,0,0,0,    ,False,False
0,674,Reserved,0,,0,0,0,    ,False,False
0,675,Trq Ref A Sel,676,,159999,0,676,    ,True,False
0,676,Trq Ref A Stpt,0.00,,800.00,-800.00,0.00,%   ,True,False
0,677,Trq Ref A AnlgHi,100.00,,800.00,-800.00,100.00,%   ,True,False
0,678,Trq Ref A AnlgLo,0.00,,800.00,-800.00,0.00,%   ,True,False
0,679,Trq Ref A Mult,1.000,,1000.000,-1000.000,1.000,    ,True,False
0,680,Trq Ref B Sel,681,,159999,0,681,    ,True,False
0,681,Trq Ref B Stpt,0.00,,800.00,-800.00,0.00,%   ,True,False
0,682,Trq Ref B AnlgHi,100.00,,800.00,-800.00,100.00,%   ,True,False
0,683,Trq Ref B AnlgLo,0.00,,800.00,-800.00,0.00,%   ,True,False
0,684,Trq Ref B Mult,1.000,,1000.000,-1000.000,1.000,    ,True,False
0,685,Selected Trq Ref,0.00,,800.00,-800.00,0.00,%   ,False,False
0,686,Torque Step,0.00,,800.00,-800.00,0.00,%   ,True,False
0,687,Notch Fltr Freq,0.00,,500.00,0.00,0.00,Hz  ,True,False
0,688,Notch Fltr Atten,50.000,,10000.000,0.000,50.000,    ,True,False
0,689,Filtered Trq Ref,0.00,,800.00,-800.00,0.00,%   ,False,False
0,690,Limited Trq Ref,0.00,,800.00,-800.00,0.00,%   ,False,False
0,691,Reserved,0,,0,0,0,    ,False,False
0,692,Reserved,0,,0,0,0,    ,False,False
0,693,Reserved,0,,0,0,0,    ,False,False
0,694,Reserved,0,,0,0,0,    ,False,False
0,695,Inertia CompMode,0,Disabled    ,3,0,0,    ,True,False
0,696,Inertia Acc Gain,1.0000,,2.0000,0.0000,1.0000,    ,True,False
0,697,Inertia Dec Gain,1.0000,,2.0000,0.0000,1.0000,    ,True,False
0,698,Inert Comp LPFBW,35.00,,2000.00,0.00,35.00,R/S ,True,False
0,699,Inertia Comp Out,0.00,,800.00,-800.00,0.00,%   ,False,False
0,700,Ext Ramped Ref,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,701,Reserved,0,,0,0,0,    ,False,False
0,702,Reserved,0,,0,0,0,    ,False,False
0,703,Reserved,0,,0,0,0,    ,False,False
0,704,InAdp LdObs Mode,0,Disabled    ,2,0,0,    ,True,False
0,705,Inertia Adapt BW,10.00,,1000.00,1.00,10.00,R/S ,True,False
0,706,InertiaAdaptGain,0.500,,1.000,0.300,0.500,    ,True,False
0,707,Load Estimate,0.00,,800.00,-800.00,0.00,%   ,False,False
0,708,InertiaTrqAdd,0.00,,800.00,-800.00,0.00,%   ,False,False
0,709,IA LdObs Delay,3,50R/S Noise ,7,0,3,    ,True,False
0,710,InertAdptFltrBW,50.00,,1000.00,0.00,50.00,R/S ,True,False
0,711,Load Observer BW,40.00,,1000.00,1.00,40.00,R/S ,True,False
0,712,Reserved,0,,0,0,0,    ,False,False
0,713,Reserved,0,,0,0,0,    ,False,False
0,714,Reserved,0,,0,0,0,    ,False,False
0,715,Reserved,0,,0,0,0,    ,False,False
0,716,Reserved,0,,0,0,0,    ,False,False
0,717,Reserved,0,,0,0,0,    ,False,False
0,718,Reserved,0,,0,0,0,    ,False,False
0,719,Reserved,0,,0,0,0,    ,False,False
0,720,PTP PsnRefStatus,0003,SpdFFRef En ,000F,0000,0000,    ,False,False
0,721,Position Control,00000000,Reserved    ,000007FF,00000000,00000000,    ,True,False
0,722,Psn Selected Ref,0,,2147483647,-2147483648,0,    ,False,False
0,723,Psn Command,0,,2147483647,-2147483648,0,    ,False,False
0,724,Psn Reg Status,00000800,,00000FFF,00000000,00000000,    ,False,False
0,725,Zero Position,0,,2147483647,-2147483648,0,    ,True,False
0,726,In Pos Psn Band,200,,2147483647,0,200,    ,True,False
0,727,In Pos Psn Dwell,0.0040,,10.0000,0.0001,0.0040,    ,True,False
0,728,Reserved,0,,0,0,0,    ,False,False
0,729,Reserved,0,,0,0,0,    ,False,False
0,730,Homing Status,0008,,000F,0000,0000,    ,False,False
0,731,Homing Control,0020,,01FF,0000,0020,    ,True,False
0,732,DI Find Home,0.00,,159999.15,0.00,0.00,    ,True,False
0,733,DI Redefine Psn,0.00,,159999.15,0.00,0.00,    ,True,False
0,734,DI OL Home Limit,0.00,,159999.15,0.00,0.00,    ,True,False
0,735,Find Home Speed,6.00,,30.00,-30.00,6.00,Hz  ,True,False
0,736,Find Home Ramp,10.00,,6554.00,0.01,10.00,Secs,True,False
0,737,Actual Home Psn,0,,2147483647,-2147483648,0,    ,True,False
0,738,User Home Psn,0,,2147483647,-2147483648,0,    ,True,False
0,739,Home Trq Thresh,15.00,,100.00,0.00,15.00,%   ,True,False
0,740,Home Trq Time,1.00,,10.00,0.00,1.00,Secs,True,False
0,741,Home Trq Level,20.00,,100.00,0.00,20.00,%   ,True,False
0,742,Home Trq Offset,0,,214783648,-214783648,0,    ,True,False
0,743,Home Return Spd,0.60,,30.00,0.00,0.60,Hz  ,True,False
0,744,Home Decel,10.00,,6554.00,0.01,10.00,Secs,True,False
0,745,PsnWatch1 Select,847,,159999,1,847,    ,True,False
0,746,PsnWatch1 DtctIn,0,,2147483647,-2147483648,0,    ,True,False
0,747,PsnWatch1 Stpt,0,,2147483647,-2147483648,0,    ,True,False
0,748,PsnWatch2 Select,847,,159999,1,847,    ,True,False
0,749,PsnWatch2 DtctIn,0,,2147483647,-2147483648,0,    ,True,False
0,750,PsnWatch2 Stpt,0,,2147483647,-2147483648,0,    ,True,False
0,751,Reserved,0,,0,0,0,    ,False,False
0,752,Reserved,0,,0,0,0,    ,False,False
0,753,Reserved,0,,0,0,0,    ,False,False
0,754,Reserved,0,,0,0,0,    ,False,False
0,755,Interp Control,0,,2147483647,0,0,    ,True,False
0,756,Interp Psn Input,0,,2147483647,-2147483648,0,    ,True,False
0,757,Interp Vel Input,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,758,Interp Trq Input,0.00,,1000000.00,-1000000.00,0.00,    ,True,False
0,759,Interp Psn Out,0,,2147483647,-2147483648,0,    ,True,False
0,760,Interp Vel Out,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,761,Interp Trq Out,0.00,,1000000.00,-1000000.00,0.00,    ,True,False
0,762,Reserved,0,,0,0,0,    ,False,False
0,763,Reserved,0,,0,0,0,    ,False,False
0,764,Reserved,0,,0,0,0,    ,False,False
0,765,Psn Ref Select,766,,159999,1,766,    ,True,False
0,766,Psn Direct Stpt,0,,2147483647,-2147483648,0,    ,True,False
0,767,Psn Direct Ref,0,,2147483647,-2147483648,0,    ,False,False
0,768,Reserved,0,,0,0,0,    ,False,False
0,769,Reserved,0,,0,0,0,    ,False,False
0,770,PTP Control,0000,Vel Override,007F,0000,0000,    ,True,False
0,771,PTP Mode,0,Absolute    ,2,0,0,    ,True,False
0,772,DI Indx Step,0.00,,159999.15,0.00,0.00,    ,True,False
0,773,DI Indx StepRev,0.00,,159999.15,0.00,0.00,    ,True,False
0,774,DI Indx StepPrst,0.00,,159999.15,0.00,0.00,    ,True,False
0,775,PTP Ref Sel,780,,159999,1,780,    ,True,False
0,776,PTP Reference,0,,2147483647,-2147483648,0,    ,False,False
0,777,PTP Feedback,0,,2147483647,-2147483648,0,    ,False,False
0,778,PTP Ref Scale,1.00,,220000000.00,-220000000.00,1.00,    ,True,False
0,779,PTP Index Preset,0,,2147483647,-2147483648,0,    ,True,False
0,780,PTP Setpoint,0,,2147483647,-2147483648,0,    ,True,False
0,781,PTP Accel Time,10.00,,3600.00,0.00,10.00,Secs,True,False
0,782,PTP Decel Time,10.00,,3600.00,0.00,10.00,Secs,True,False
0,783,PTP Speed FwdRef,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,784,PTP Command,0,,2147483647,-2147483648,0,    ,False,False
0,785,PTP Fwd Vel Lmt,30.00,,480.00,0.00,30.00,Hz  ,True,False
0,786,PTP Rev Vel Lmt,-30.00,,0.00,-480.00,-30.00,Hz  ,True,False
0,787,PTP S Curve,0.500,,4.000,0.000,0.500,Secs,True,False
0,788,PTP Vel Override,1.00,,1.50,0.20,1.00,    ,True,False
0,789,PTP EGR Mult,1,,2000000,-2000000,1,    ,True,False
0,790,PTP EGR Div,1,,2000000,1,1,    ,True,False
0,791,Reserved,0,,0,0,0,    ,False,False
0,792,Reserved,0,,0,0,0,    ,False,False
0,793,Reserved,0,,0,0,0,    ,False,False
0,794,Reserved,0,,0,0,0,    ,False,False
0,795,PLL Control,0000,PLL Enable  ,007F,0000,0000,    ,True,False
0,796,PLL Ext Spd Sel,797,,159999,1,797,    ,True,False
